Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,24092020,825364329,0001801
Trade Date <24-SEP-2020>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,143,AUBANK,EQ,322391,161741,50.17
20,144,AURIONPRO,EQ,55237,38204,69.16
20,145,AUROPHARMA,EQ,4339275,881100,20.31
20,146,AUSOMENT,EQ,4809,3310,68.83
20,147,AUTOAXLES,EQ,25318,15684,61.95
20,148,AUTOIND,EQ,13399,10546,78.71
20,149,AUTOLITIND,EQ,7038,2693,38.26
20,150,AVADHSUGAR,EQ,13339,7934,59.48
20,151,AVANTIFEED,EQ,211434,65175,30.83
20,152,AVTNPL,EQ,153382,77060,50.24
20,153,AXISBANK,EQ,21177325,6001295,28.34
20,154,AXISCADES,EQ,42659,25308,59.33
20,155,AXISGOLD,EQ,81817,51796,63.31
20,156,AXISNIFTY,EQ,9076,6942,76.49
20,157,AYMSYNTEX,EQ,4763,2925,61.41
20,158,BABAFOOD,SM,2000,2000,100.00
20,159,BAFNAPH,EQ,975,975,100.00
20,160,BAGFILMS,EQ,147383,127859,86.75
20,161,BAJAJ-AUTO,EQ,736921,252069,34.21
20,162,BAJAJCON,EQ,452195,133582,29.54
20,163,BAJAJELEC,EQ,128638,19798,15.39
20,164,BAJAJFINSV,EQ,498778,96233,19.29
20,165,BAJAJHIND,EQ,1491102,953170,63.92
20,166,BAJAJHLDNG,EQ,19180,7130,37.17
20,167,BAJFINANCE,EQ,5963849,1290483,21.64
20,168,BALAJITELE,EQ,74439,37260,50.05
20,169,BALAMINES,EQ,112620,52249,46.39
20,170,BALKRISHNA,EQ,2706,2403,88.80
20,171,BALKRISIND,EQ,514253,155003,30.14
20,172,BALMLAWRIE,EQ,153928,80190,52.10
20,173,BALPHARMA,EQ,18814,12704,67.52
20,174,BALRAMCHIN,EQ,609462,281972,46.27
20,175,BANARBEADS,EQ,5432,5024,92.49
20,176,BANARISUG,EQ,3036,2732,89.99
20,177,BANCOINDIA,EQ,79449,41483,52.21
20,178,BANDHANBNK,EQ,7918046,2999124,37.88
20,179,BANG,EQ,554,438,79.06
20,180,BANKBARODA,EQ,21990482,5188558,23.59
20,181,BANKBEES,EQ,1182891,709104,59.95
20,182,BANKINDIA,EQ,1524111,559542,36.71
20,183,BANSWRAS,EQ,5797,3177,54.80
20,184,BASF,EQ,24918,12530,50.28
20,185,BASML,EQ,1,1,100.00
20,186,BATAINDIA,EQ,819447,274035,33.44
20,187,BAYERCROP,EQ,22774,11169,49.04
20,188,BBL,EQ,5276,3438,65.16
20,189,BBTC,EQ,82730,32225,38.95
20,190,BBTCL,SM,3000,3000,100.00
20,191,BCG,EQ,3582347,1897548,52.97
20,192,BCP,EQ,104081,71367,68.57
20,193,BDL,EQ,1013307,162990,16.08
20,194,BEL,EQ,10280628,4610810,44.85
20,195,BEML,EQ,242227,54239,22.39
20,196,BEPL,EQ,1287912,545489,42.35
20,197,BERGEPAINT,EQ,2139585,609977,28.51
20,198,BETA,SM,19200,15200,79.17
20,199,BFINVEST,EQ,15072,3220,21.36
20,200,BFUTILITIE,EQ,86032,26557,30.87
20,201,BGRENERGY,EQ,95341,47063,49.36
20,202,BHAGERIA,EQ,11226,6677,59.48
20,203,BHAGYANGR,EQ,2433,2428,99.79
20,204,BHAGYAPROP,EQ,1279,1177,92.03
20,205,BHANDARI,EQ,123514,71620,57.99
20,206,BHARATFORG,EQ,1423649,200682,14.10
20,207,BHARATGEAR,EQ,15562,11359,72.99
20,208,BHARATRAS,EQ,7458,3602,48.30
20,209,BHARATWIRE,EQ,6199,4729,76.29
20,210,BHARTIARTL,EQ,35786844,12395970,34.64
20,211,BHEL,EQ,40197659,8040169,20.00
20,212,BILENERGY,EQ,688407,549755,79.86
20,213,BINDALAGRO,EQ,25913,19861,76.64
20,214,BIOCON,EQ,2881986,544656,18.90
20,215,BIRLACABLE,EQ,41717,24646,59.08
20,216,BIRLACORPN,EQ,194564,126245,64.89
20,217,BIRLAMONEY,EQ,142728,57903,40.57
20,218,BIRLATYRE,EQ,181095,122253,67.51
20,219,BKMINDST,EQ,32747,32747,100.00
20,220,BLISSGVS,EQ,415049,119439,28.78
20,221,BLS,EQ,37423,27949,74.68
20,222,BLUEDART,EQ,22241,11114,49.97
20,223,BLUESTARCO,EQ,70928,37841,53.35
20,224,BODALCHEM,EQ,281760,103904,36.88
20,225,BOMDYEING,EQ,604122,251803,41.68
20,226,BORORENEW,EQ,122344,75072,61.36
20,227,BOSCHLTD,EQ,97035,11186,11.53
20,228,BPCL,EQ,4627656,916132,19.80
20,229,BPL,EQ,38760,26656,68.77
20,230,BRIGADE,EQ,47926,16489,34.41
20,231,BRIGHT,SM,9000,9000,100.00
20,232,BRITANNIA,EQ,517316,152823,29.54
20,233,BRITANNIA,N2,17132,15574,90.91
20,234,BRNL,EQ,10023,6684,66.69
20,235,BROOKS,EQ,73769,57559,78.03
20,236,BSE,EQ,327300,128388,39.23
20,237,BSELINFRA,EQ,142331,114115,80.18
20,238,BSHSL,SM,1600,1600,100.00
20,239,BSL,EQ,4656,2680,57.56
20,240,BSLGOLDETF,EQ,280,175,62.50
20,241,BSLNIFTY,EQ,55262,55010,99.54
20,242,BSOFT,EQ,1939587,533234,27.49
20,243,BURNPUR,EQ,6647,6647,100.00
20,244,BYKE,EQ,81644,51515,63.10
20,245,CADILAHC,EQ,3631829,934270,25.72
20,246,CADSYS,SM,14000,10000,71.43
20,247,CAMLINFINE,EQ,939534,654190,69.63
20,248,CANBK,EQ,9739947,2127434,21.84
20,249,CANFINHOME,EQ,268414,87527,32.61
20,250,CANTABIL,EQ,120851,31082,25.72
20,251,CAPACITE,EQ,29221,18147,62.10
20,252,CAPLIPOINT,EQ,212771,78877,37.07
20,253,CAPTRUST,EQ,4685,3399,72.55
20,254,CARBORUNIV,EQ,127000,65917,51.90
20,255,CAREERP,EQ,45451,23620,51.97
20,256,CARERATING,EQ,47477,26589,56.00
20,257,CASTROLIND,EQ,968400,661552,68.31
20,258,CCHHL,EQ,18209,11612,63.77
20,259,CCL,EQ,91938,48654,52.92
20,260,CDSL,EQ,2538004,454256,17.90
20,261,CEATLTD,EQ,70069,16538,23.60
20,262,CEBBCO,EQ,39062,32126,82.24
20,263,CELEBRITY,EQ,12866,12456,96.81
20,264,CENTENKA,EQ,12959,8537,65.88
20,265,CENTEXT,EQ,45251,36536,80.74
20,266,CENTRALBK,EQ,1598113,716559,44.84
20,267,CENTRUM,EQ,106718,67843,63.57
20,268,CENTUM,EQ,7100,3827,53.90
20,269,CENTURYPLY,EQ,154584,64760,41.89
20,270,CENTURYTEX,EQ,655873,230314,35.12
20,271,CERA,EQ,2112,1404,66.48
20,272,CEREBRAINT,EQ,65402,38906,59.49
20,273,CESC,EQ,251753,59940,23.81
20,274,CESCVENT,EQ,49161,25968,52.82
20,275,CGCL,EQ,69826,17622,25.24
20,276,CGPOWER,EQ,5470108,3401233,62.18
20,277,CHALET,EQ,102081,55891,54.75
20,278,CHAMBLFERT,EQ,317851,185477,58.35
20,279,CHEMBOND,EQ,3757,2237,59.54
20,280,CHEMFAB,EQ,1674,1071,63.98
20,281,CHENNPETRO,EQ,300967,155764,51.75
20,282,CHOLAFIN,EQ,9666063,1378690,14.26
20,283,CHOLAHLDNG,EQ,10678,6674,62.50
20,284,CIGNITITEC,EQ,63667,36646,57.56
20,285,CIMMCO,EQ,15422,10478,67.94
20,286,CINELINE,EQ,17868,9319,52.15
20,287,CIPLA,EQ,7123765,1309406,18.38
20,288,CLNINDIA,EQ,52991,28511,53.80
20,289,CMICABLES,EQ,24851,17492,70.39
20,290,CNOVAPETRO,EQ,1001,1001,100.00
20,291,COALINDIA,EQ,15979042,6448929,40.36
20,292,COCHINSHIP,EQ,291059,188284,64.69
20,293,COFORGE,EQ,297312,60821,20.46
20,294,COLPAL,EQ,1302033,340872,26.18
20,295,COMPINFO,EQ,205283,89293,43.50
20,296,COMPUSOFT,EQ,45839,20532,44.79
20,297,CONCOR,EQ,2226169,1221473,54.87
20,298,CONFIPET,EQ,271334,214873,79.19
20,299,CONSOFINVT,EQ,2709,872,32.19
20,300,CONTI,SM,9999,9999,100.00
20,301,CONTROLPR,EQ,5287,3677,69.55
20,302,CORALFINAC,EQ,2519,2494,99.01
20,303,CORDSCABLE,EQ,10019,4650,46.41
20,304,COROMANDEL,EQ,309646,141834,45.81
20,305,COSMOFILMS,EQ,51704,20397,39.45
20,306,COUNCODOS,EQ,14600,7129,48.83
20,307,CPSEETF,EQ,1005257,683307,67.97
20,308,CREATIVE,EQ,8871,1045,11.78
20,309,CREDITACC,EQ,39454,23297,59.05
20,310,CREST,EQ,5248,3672,69.97
20,311,CRISIL,EQ,10305,5834,56.61
20,312,CROMPTON,EQ,543429,372846,68.61
20,313,CSBBANK,EQ,158493,72924,46.01
20,314,CTE,EQ,11501,7471,64.96
20,315,CUB,EQ,705919,381797,54.09
20,316,CUBEXTUB,EQ,5509,2108,38.26
20,317,CUMMINSIND,EQ,2377316,1375215,57.85
20,318,CUPID,EQ,57969,30780,53.10
20,319,CYBERTECH,EQ,242319,84737,34.97
20,320,CYIENT,EQ,328814,149799,45.56
20,321,DAAWAT,EQ,1774943,1015102,57.19
20,322,DABUR,EQ,2732039,1013503,37.10
20,323,DALBHARAT,EQ,45240,22613,49.98
20,324,DALMIASUG,EQ,56245,28715,51.05
20,325,DAMODARIND,EQ,890,265,29.78
20,326,DANGEE,SM,1600,1600,100.00
20,327,DATAMATICS,EQ,142347,80653,56.66
20,328,DBCORP,EQ,169480,114775,67.72
20,329,DBL,EQ,120815,44078,36.48
20,330,DBREALTY,EQ,115815,82245,71.01
20,331,DBSTOCKBRO,EQ,571,555,97.20
20,332,DCAL,EQ,190027,80067,42.13
20,333,DCBBANK,EQ,1886926,927753,49.17
20,334,DCM,EQ,21594,15141,70.12
20,335,DCMNVL,EQ,11604,7387,63.66
20,336,DCMSHRIRAM,EQ,75506,48229,63.87
20,337,DCW,EQ,802585,604560,75.33
20,338,DECCANCE,EQ,38953,24155,62.01
20,339,DEEPAKFERT,EQ,511319,141123,27.60
20,340,DEEPAKNTR,EQ,1385740,373530,26.96
20,341,DEEPIND,EQ,29644,13011,43.89
20,342,DELTACORP,EQ,1115908,635450,56.94
20,343,DELTAMAGNT,EQ,11445,7084,61.90
20,344,DEN,EQ,40264,24479,60.80
20,345,DENORA,EQ,3407,1784,52.36
20,346,DEVIT,SM,15000,13500,90.00
20,347,DFMFOODS,EQ,112737,79179,70.23
20,348,DHAMPURSUG,EQ,365308,107048,29.30
20,349,DHANBANK,EQ,445968,232332,52.10
20,350,DHANILOANS,N1,47,47,100.00
20,351,DHANILOANS,N2,120,120,100.00
20,352,DHANILOANS,N3,250,250,100.00
20,353,DHANILOANS,N4,38,38,100.00
20,354,DHANILOANS,N5,5,5,100.00
20,355,DHANILOANS,N7,75,75,100.00
20,356,DHANILOANS,N8,94,72,76.60
20,357,DHANUKA,EQ,135162,57069,42.22
20,358,DHARSUGAR,EQ,3234,3234,100.00
20,359,DHFL,EQ,643734,410211,63.72
20,360,DHFL,NC,338,338,100.00
20,361,DHFL,NP,751,611,81.36
20,362,DHUNINV,EQ,1138,638,56.06
20,363,DIAMONDYD,EQ,8204,4820,58.75
20,364,DICIND,EQ,3543,1769,49.93
20,365,DIGISPICE,EQ,30972,7660,24.73
20,366,DISHTV,EQ,2642446,2517987,95.29
20,367,DIVISLAB,EQ,6257683,3419741,54.65
20,368,DIXON,EQ,127462,92131,72.28
20,369,DLF,EQ,9215076,1378298,14.96
20,370,DLINKINDIA,EQ,117514,53538,45.56
20,371,DMART,EQ,452643,248399,54.88
20,372,DNAMEDIA,EQ,127166,116832,91.87
20,373,DOLAT,EQ,28927,15332,53.00
20,374,DOLLAR,EQ,27811,11998,43.14
20,375,DONEAR,EQ,132007,41943,31.77
20,376,DPSCLTD,EQ,22471,22232,98.94
20,377,DPWIRES,EQ,734,585,79.70
20,378,DQE,EQ,22017,16107,73.16
20,379,DREDGECORP,EQ,82339,18104,21.99
20,380,DRREDDY,EQ,5197979,337293,6.49
20,381,DSML,SM,12000,0,0.00
20,382,DSSL,EQ,9224,6749,73.17
20,383,DTIL,EQ,1741,1172,67.32
20,384,DUCON,EQ,23887,23125,96.81
20,385,DWARKESH,EQ,697666,478323,68.56
20,386,DYNAMATECH,EQ,27222,8215,30.18
20,387,DYNPRO,EQ,1018530,242748,23.83
20,388,E2E,SM,6000,4000,66.67
20,389,EASTSILK,EQ,5465,5465,100.00
20,390,EBBETF0423,EQ,4476,3006,67.16
20,391,EBBETF0425,EQ,2611,1707,65.38
20,392,EBBETF0430,EQ,3416,3212,94.03
20,393,EBBETF0431,EQ,2565,2446,95.36
20,394,EBIXFOREX,EQ,865,512,59.19
20,395,ECLERX,EQ,114617,41355,36.08
20,396,ECLFINANCE,NE,152,152,100.00
20,397,ECLFINANCE,NI,10,10,100.00
20,398,ECLFINANCE,NJ,935,575,61.50
20,399,ECLFINANCE,NK,146,146,100.00
20,400,ECLFINANCE,NM,20,20,100.00
20,401,ECLFINANCE,NN,282,281,99.65
20,402,ECLFINANCE,NO,139,100,71.94
20,403,ECLFINANCE,NR,353,353,100.00
20,404,ECLFINANCE,NS,253,253,100.00
20,405,EDELWEISS,EQ,799314,447108,55.94
20,406,EHFLNCD,N3,110,110,100.00
20,407,EHFLNCD,N4,10,10,100.00
20,408,EHFLNCD,N6,2282,2282,100.00
20,409,EICHERMOT,EQ,1346278,625825,46.49
20,410,EIDPARRY,EQ,164356,58073,35.33
20,411,EIFFL,SM,2400,2400,100.00
20,412,EIHAHOTELS,EQ,4241,1896,44.71
20,413,EIHOTEL,EQ,832284,300131,36.06
20,414,EIMCOELECO,EQ,923,790,85.59
20,415,ELECON,EQ,256295,136423,53.23
20,416,ELECTCAST,EQ,1807417,1449742,80.21
20,417,ELECTHERM,EQ,23817,13307,55.87
20,418,ELGIEQUIP,EQ,378394,256800,67.87
20,419,ELGIRUBCO,EQ,2726,2016,73.95
20,420,EMAMILTD,EQ,408919,223600,54.68
20,421,EMAMIPAP,EQ,2068,1539,74.42
20,422,EMBASSY,RR,216400,173200,80.04
20,423,EMKAY,EQ,9121,7220,79.16
20,424,EMMBI,EQ,5496,3339,60.75
20,425,EMOFSR1RDP,MF,6500,6500,100.00
20,426,EMOFSR1RGG,MF,38104,38104,100.00
20,427,ENDURANCE,EQ,33778,17293,51.20
20,428,ENERGYDEV,EQ,20425,15214,74.49
20,429,ENGINERSIN,EQ,1331562,729916,54.82
20,430,ENIL,EQ,41350,36680,88.71
20,431,EQ30,EQ,11,11,100.00
20,432,EQUITAS,EQ,1679292,421575,25.10
20,433,ERFLNCDI,N2,101,101,100.00
20,434,ERFLNCDI,N5,139,84,60.43
20,435,ERIS,EQ,49603,27118,54.67
20,436,ESABINDIA,EQ,1878,1089,57.99
20,437,ESCORTS,EQ,1886860,263190,13.95
20,438,ESSELPACK,EQ,585233,288285,49.26
20,439,ESTER,EQ,122828,64714,52.69
20,440,EUROTEXIND,EQ,237,237,100.00
20,441,EVEREADY,EQ,203914,173439,85.05
20,442,EVERESTIND,EQ,41054,16184,39.42
20,443,EXCEL,EQ,3260,3010,92.33
20,444,EXCELINDUS,EQ,30274,9634,31.82
20,445,EXIDEIND,EQ,4518097,2303478,50.98
20,446,EXPLEOSOL,EQ,18029,10338,57.34
20,447,FACT,EQ,33792,18548,54.89
20,448,FAIRCHEM,EQ,16222,10029,61.82
20,449,FCL,EQ,106713,60976,57.14
20,450,FCONSUMER,EQ,5777416,3531741,61.13
20,451,FCSSOFT,EQ,1705646,1562658,91.62
20,452,FDC,EQ,321978,101042,31.38
20,453,FEDERALBNK,EQ,41509055,13782334,33.20
20,454,FEL,EQ,1408667,812624,57.69
20,455,FELDVR,EQ,62807,56282,89.61
20,456,FELIX,SM,12000,12000,100.00
20,457,FIEMIND,EQ,26076,9790,37.54
20,458,FILATEX,EQ,187047,153611,82.12
20,459,FINCABLES,EQ,158812,70070,44.12
20,460,FINEORG,EQ,55837,19630,35.16
20,461,FINPIPE,EQ,29608,17526,59.19
20,462,FLFL,EQ,191649,161399,84.22
20,463,FLUOROCHEM,EQ,31700,20376,64.28
20,464,FMGOETZE,EQ,4478,2698,60.25
20,465,FMNL,EQ,12561,10602,84.40
20,466,FOCUS,SM,6000,3000,50.00
20,467,FORCEMOT,EQ,35830,15716,43.86
20,468,FORTIS,EQ,3381745,1300100,38.44
20,469,FOSECOIND,EQ,920,564,61.30
20,470,FRETAIL,EQ,2033312,1098553,54.03
20,471,FSC,EQ,146752,99684,67.93
20,472,FSL,EQ,5163982,2041550,39.53
20,473,GABRIEL,EQ,121138,61831,51.04
20,474,GAEL,EQ,70764,37265,52.66
20,475,GAIL,EQ,14463264,5033966,34.81
20,476,GALAXYSURF,EQ,20095,6912,34.40
20,477,GALLANTT,EQ,9998,6725,67.26
20,478,GALLISPAT,EQ,10767,7506,69.71
20,479,GAMMNINFRA,EQ,1053462,763170,72.44
20,480,GANDHITUBE,EQ,8435,5718,67.79
20,481,GANECOS,EQ,5105,2415,47.31
20,482,GANESHHOUC,EQ,25664,21542,83.94
20,483,GANGESSECU,EQ,20689,15021,72.60
20,484,GARFIBRES,EQ,12577,5414,43.05
20,485,GATI,EQ,373817,219509,58.72
20,486,GAYAPROJ,EQ,402612,169342,42.06
20,487,GDL,EQ,95484,66598,69.75
20,488,GEECEE,EQ,3184,1166,36.62
20,489,GENUSPAPER,EQ,33178,25397,76.55
20,490,GENUSPOWER,EQ,117218,79842,68.11
20,491,GEOJITFSL,EQ,405727,218060,53.75
20,492,GEPIL,EQ,11856,7181,60.57
20,493,GESHIP,EQ,79787,43968,55.11
20,494,GET&D,EQ,55114,49591,89.98
20,495,GFLLIMITED,EQ,22463,17310,77.06
20,496,GFSTEELS,EQ,599,599,100.00
20,497,GHCL,EQ,174231,104312,59.87
20,498,GICHSGFIN,EQ,299630,118166,39.44
20,499,GICRE,EQ,155077,61889,39.91
20,500,GILLANDERS,EQ,606,461,76.07
20,501,GILLETTE,EQ,7029,4933,70.18
20,502,GINNIFILA,EQ,28801,25985,90.22
20,503,GIPCL,EQ,63267,39135,61.86
20,504,GKWLIMITED,EQ,158,91,57.59
20,505,GLAXO,EQ,47820,22467,46.98
20,506,GLENMARK,EQ,3167500,1024246,32.34
20,507,GLFL,EQ,3214,3214,100.00
20,508,GLOBALVECT,EQ,22838,12226,53.53
20,509,GLOBE,SM,2000,2000,100.00
20,510,GLOBUSSPR,EQ,400411,162116,40.49
20,511,GMBREW,EQ,13117,8148,62.12
20,512,GMDCLTD,EQ,338222,181230,53.58
20,513,GMMPFAUDLR,EQ,7062,7062,100.00
20,514,GMRINFRA,EQ,27157104,2710926,9.98
20,515,GNA,EQ,56634,29191,51.54
20,516,GNFC,EQ,1186926,350011,29.49
20,517,GOACARBON,EQ,23742,6452,27.18
20,518,GOCLCORP,EQ,16401,8326,50.77
20,519,GODFRYPHLP,EQ,51302,28674,55.89
20,520,GODHA,SM,8000,8000,100.00
20,521,GODREJAGRO,EQ,126733,94139,74.28
20,522,GODREJCP,EQ,1980016,444687,22.46
20,523,GODREJIND,EQ,331551,294049,88.69
20,524,GODREJPROP,EQ,316171,137380,43.45
20,525,GOKEX,EQ,38254,25822,67.50
20,526,GOKUL,EQ,5343,4108,76.89
20,527,GOKULAGRO,EQ,19656,10311,52.46
20,528,GOLDBEES,EQ,5425456,3873261,71.39
20,529,GOLDENTOBC,EQ,1213,892,73.54
20,530,GOLDIAM,EQ,12190,6174,50.65
20,531,GOLDSHARE,EQ,1242,736,59.26
20,532,GOODLUCK,EQ,16222,10230,63.06
20,533,GPIL,EQ,40306,26235,65.09
20,534,GPPL,EQ,1196203,987323,82.54
20,535,GPTINFRA,EQ,5897,4077,69.14
20,536,GRANULES,EQ,3831423,656914,17.15
20,537,GRAPHITE,EQ,816494,209495,25.66
20,538,GRASIM,EQ,2825289,1314985,46.54
20,539,GRAVITA,EQ,147559,48012,32.54
20,540,GREAVESCOT,EQ,948313,804098,84.79
20,541,GREENLAM,EQ,1326,859,64.78
20,542,GREENPANEL,EQ,42420,34016,80.19
