Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,28092020,636228474,0001821
Trade Date <28-SEP-2020>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,170,BALAMINES,EQ,116917,48756,41.70
20,171,BALKRISHNA,EQ,5743,4140,72.09
20,172,BALKRISIND,EQ,3043665,698570,22.95
20,173,BALMLAWRIE,EQ,172746,107231,62.07
20,174,BALPHARMA,EQ,28175,12625,44.81
20,175,BALRAMCHIN,EQ,598358,269560,45.05
20,176,BANARBEADS,EQ,1272,1083,85.14
20,177,BANARISUG,EQ,895,548,61.23
20,178,BANCOINDIA,EQ,63876,29861,46.75
20,179,BANDHANBNK,EQ,7389888,1373294,18.58
20,180,BANG,EQ,1504,1504,100.00
20,181,BANKA,SM,33000,21000,63.64
20,182,BANKBARODA,EQ,21365403,2845969,13.32
20,183,BANKBEES,EQ,881259,350416,39.76
20,184,BANKINDIA,EQ,1877972,521638,27.78
20,185,BANSWRAS,EQ,30413,4939,16.24
20,186,BASF,EQ,26370,12160,46.11
20,187,BASML,EQ,1390,1115,80.22
20,188,BATAINDIA,EQ,530922,93398,17.59
20,189,BAYERCROP,EQ,28148,19043,67.65
20,190,BBL,EQ,5705,3543,62.10
20,191,BBTC,EQ,100811,32533,32.27
20,192,BCG,EQ,2871700,1626203,56.63
20,193,BCP,EQ,78163,57257,73.25
20,194,BDL,EQ,311931,106405,34.11
20,195,BEL,EQ,7289771,1903429,26.11
20,196,BEML,EQ,156360,24997,15.99
20,197,BEPL,EQ,2034265,631672,31.05
20,198,BERGEPAINT,EQ,1409781,159960,11.35
20,199,BETA,SM,17600,13600,77.27
20,200,BFINVEST,EQ,19704,4677,23.74
20,201,BFUTILITIE,EQ,230240,66575,28.92
20,202,BGRENERGY,EQ,48120,32465,67.47
20,203,BHAGERIA,EQ,6425,4166,64.84
20,204,BHAGYANGR,EQ,1043,671,64.33
20,205,BHAGYAPROP,EQ,1529,1082,70.77
20,206,BHANDARI,EQ,120039,102758,85.60
20,207,BHARATFORG,EQ,1904837,784349,41.18
20,208,BHARATGEAR,EQ,6660,4191,62.93
20,209,BHARATRAS,EQ,2636,1649,62.56
20,210,BHARATWIRE,EQ,4097,3711,90.58
20,211,BHARTIARTL,EQ,21053041,8199756,38.95
20,212,BHEL,EQ,56524700,11981977,21.20
20,213,BILENERGY,EQ,280600,206362,73.54
20,214,BINDALAGRO,EQ,14932,11337,75.92
20,215,BIOCON,EQ,7268448,2378756,32.73
20,216,BIRLACABLE,EQ,72677,34862,47.97
20,217,BIRLACORPN,EQ,132548,54649,41.23
20,218,BIRLAMONEY,EQ,91106,43447,47.69
20,219,BIRLATYRE,EQ,229976,131893,57.35
20,220,BKMINDST,EQ,32644,12215,37.42
20,221,BLISSGVS,EQ,588244,242221,41.18
20,222,BLS,EQ,218587,177626,81.26
20,223,BLUEDART,EQ,28978,15656,54.03
20,224,BLUESTARCO,EQ,44314,18593,41.96
20,225,BODALCHEM,EQ,526397,153036,29.07
20,226,BOHRA,SM,8000,8000,100.00
20,227,BOMDYEING,EQ,1823308,422460,23.17
20,228,BORORENEW,EQ,81370,58078,71.38
20,229,BOSCHLTD,EQ,90572,14958,16.52
20,230,BPCL,EQ,7130422,1355796,19.01
20,231,BPL,EQ,54199,40392,74.53
20,232,BRIGADE,EQ,62714,35106,55.98
20,233,BRIGHT,SM,48000,45000,93.75
20,234,BRITANNIA,EQ,390640,96348,24.66
20,235,BRITANNIA,N2,3632,3512,96.70
20,236,BRNL,EQ,23794,11583,48.68
20,237,BROOKS,EQ,40139,25562,63.68
20,238,BSE,EQ,500796,115503,23.06
20,239,BSELINFRA,EQ,134060,81746,60.98
20,240,BSHSL,SM,1600,1600,100.00
20,241,BSL,EQ,8578,3363,39.20
20,242,BSLGOLDETF,EQ,312,196,62.82
20,243,BSLNIFTY,EQ,116,88,75.86
20,244,BSOFT,EQ,1571226,513684,32.69
20,245,BURNPUR,EQ,23723,23466,98.92
20,246,BYKE,EQ,25682,19100,74.37
20,247,CADILAHC,EQ,3623432,828655,22.87
20,248,CADSYS,SM,8000,6000,75.00
20,249,CAMLINFINE,EQ,363994,259381,71.26
20,250,CANBK,EQ,7228221,836445,11.57
20,251,CANFINHOME,EQ,277696,135250,48.70
20,252,CANTABIL,EQ,157392,22967,14.59
20,253,CAPACITE,EQ,33939,22034,64.92
20,254,CAPLIPOINT,EQ,285345,88324,30.95
20,255,CAPTRUST,EQ,2651,1495,56.39
20,256,CARBORUNIV,EQ,301215,213284,70.81
20,257,CAREERP,EQ,22566,14514,64.32
20,258,CARERATING,EQ,150432,92614,61.57
20,259,CASTROLIND,EQ,1159860,706725,60.93
20,260,CCHHL,EQ,21289,16399,77.03
20,261,CCL,EQ,271244,151465,55.84
20,262,CDSL,EQ,3502258,691297,19.74
20,263,CEATLTD,EQ,441672,244126,55.27
20,264,CEBBCO,EQ,163439,139575,85.40
20,265,CELEBRITY,EQ,19941,15953,80.00
20,266,CENTENKA,EQ,23832,13889,58.28
20,267,CENTEXT,EQ,95742,50663,52.92
20,268,CENTRALBK,EQ,1475712,851029,57.67
20,269,CENTRUM,EQ,154046,120870,78.46
20,270,CENTUM,EQ,3249,934,28.75
20,271,CENTURYPLY,EQ,194043,85271,43.94
20,272,CENTURYTEX,EQ,542852,130196,23.98
20,273,CERA,EQ,3974,2435,61.27
20,274,CEREBRAINT,EQ,56806,41067,72.29
20,275,CESC,EQ,284361,100044,35.18
20,276,CESCVENT,EQ,42454,28550,67.25
20,277,CGCL,EQ,74961,11872,15.84
20,278,CGPOWER,EQ,2744097,1875297,68.34
20,279,CHALET,EQ,211327,137243,64.94
20,280,CHAMBLFERT,EQ,448432,231179,51.55
20,281,CHEMBOND,EQ,9871,5680,57.54
20,282,CHEMFAB,EQ,3138,2214,70.55
20,283,CHENNPETRO,EQ,562775,200788,35.68
20,284,CHOLAFIN,EQ,6419447,944720,14.72
20,285,CHOLAHLDNG,EQ,37664,30972,82.23
20,286,CIGNITITEC,EQ,178609,131408,73.57
20,287,CIMMCO,EQ,22637,15766,69.65
20,288,CINELINE,EQ,192940,80204,41.57
20,289,CIPLA,EQ,9291117,1161143,12.50
20,290,CLNINDIA,EQ,20938,10220,48.81
20,291,CMICABLES,EQ,35970,24207,67.30
20,292,CMMIPL,SM,3000,3000,100.00
20,293,CNOVAPETRO,EQ,1,1,100.00
20,294,COALINDIA,EQ,9443818,2576117,27.28
20,295,COCHINSHIP,EQ,454347,145682,32.06
20,296,COFORGE,EQ,625090,130062,20.81
20,297,COLPAL,EQ,654852,155873,23.80
20,298,COMPINFO,EQ,349909,174553,49.89
20,299,COMPUSOFT,EQ,15039,15014,99.83
20,300,CONCOR,EQ,1541157,871742,56.56
20,301,CONFIPET,EQ,255130,215187,84.34
20,302,CONSOFINVT,EQ,548,453,82.66
20,303,CONTROLPR,EQ,69647,21964,31.54
20,304,CORALFINAC,EQ,14045,12392,88.23
20,305,CORDSCABLE,EQ,11463,5627,49.09
20,306,COROMANDEL,EQ,392311,298090,75.98
20,307,COSMOFILMS,EQ,36432,17622,48.37
20,308,COUNCODOS,EQ,41524,33726,81.22
20,309,CPSEETF,EQ,782079,666037,85.16
20,310,CREATIVE,EQ,14300,708,4.95
20,311,CREDITACC,EQ,72958,43750,59.97
20,312,CREST,EQ,13937,5014,35.98
20,313,CRISIL,EQ,20085,11688,58.19
20,314,CROMPTON,EQ,919309,748065,81.37
20,315,CSBBANK,EQ,176198,81126,46.04
20,316,CTE,EQ,7618,6654,87.35
20,317,CUB,EQ,1116872,577546,51.71
20,318,CUBEXTUB,EQ,9971,5870,58.87
20,319,CUMMINSIND,EQ,1274121,525798,41.27
20,320,CUPID,EQ,61431,31177,50.75
20,321,CYBERTECH,EQ,71021,41533,58.48
20,322,CYIENT,EQ,218493,68498,31.35
20,323,DAAWAT,EQ,1045270,419161,40.10
20,324,DABUR,EQ,2319668,481483,20.76
20,325,DALBHARAT,EQ,209045,180842,86.51
20,326,DALMIASUG,EQ,152719,42673,27.94
20,327,DAMODARIND,EQ,14947,14074,94.16
20,328,DATAMATICS,EQ,48246,41175,85.34
20,329,DBCORP,EQ,70965,28678,40.41
20,330,DBL,EQ,100565,37168,36.96
20,331,DBREALTY,EQ,160280,83602,52.16
20,332,DBSTOCKBRO,EQ,724,532,73.48
20,333,DCAL,EQ,610095,307077,50.33
20,334,DCBBANK,EQ,2537283,1301426,51.29
20,335,DCM,EQ,3537,2177,61.55
20,336,DCMNVL,EQ,6599,4944,74.92
20,337,DCMSHRIRAM,EQ,28588,16714,58.47
20,338,DCW,EQ,410635,276046,67.22
20,339,DECCANCE,EQ,34382,22480,65.38
20,340,DEEPAKFERT,EQ,372263,106554,28.62
20,341,DEEPAKNTR,EQ,1438549,289543,20.13
20,342,DEEPIND,EQ,14644,9992,68.23
20,343,DELTACORP,EQ,1027368,500410,48.71
20,344,DELTAMAGNT,EQ,678,473,69.76
20,345,DEN,EQ,44516,32040,71.97
20,346,DENORA,EQ,1383,856,61.89
20,347,DEVIT,SM,3000,3000,100.00
20,348,DFMFOODS,EQ,56066,27897,49.76
20,349,DHAMPURSUG,EQ,544794,278070,51.04
20,350,DHANBANK,EQ,657801,308016,46.83
20,351,DHANILOANS,N1,171,161,94.15
20,352,DHANILOANS,N2,2049,2049,100.00
20,353,DHANILOANS,N3,10,10,100.00
20,354,DHANILOANS,N4,20,20,100.00
20,355,DHANUKA,EQ,56793,28058,49.40
20,356,DHARSUGAR,EQ,6879,5246,76.26
20,357,DHFL,EQ,319254,166818,52.25
20,358,DHFL,N4,1,1,100.00
20,359,DHFL,N6,2,1,50.00
20,360,DHFL,NC,50,50,100.00
20,361,DHFL,NP,2360,2264,95.93
20,362,DHFL,NQ,2766,2408,87.06
20,363,DHFL,NU,150,150,100.00
20,364,DHFL,NX,1000,1000,100.00
20,365,DHUNINV,EQ,1936,1271,65.65
20,366,DIAMONDYD,EQ,3195,2243,70.20
20,367,DICIND,EQ,3726,3109,83.44
20,368,DIGISPICE,EQ,26572,13084,49.24
20,369,DISHTV,EQ,6297140,4696316,74.58
20,370,DIVISLAB,EQ,1269287,280629,22.11
20,371,DIXON,EQ,30596,12785,41.79
20,372,DLF,EQ,10507683,1613183,15.35
20,373,DLINKINDIA,EQ,88102,40108,45.52
20,374,DMART,EQ,357109,146295,40.97
20,375,DNAMEDIA,EQ,82424,74894,90.86
20,376,DOLAT,EQ,40081,16258,40.56
20,377,DOLLAR,EQ,85243,30592,35.89
20,378,DONEAR,EQ,19227,12476,64.89
20,379,DPABHUSHAN,SM,28000,24000,85.71
20,380,DPSCLTD,EQ,38176,36220,94.88
20,381,DPWIRES,EQ,4174,4119,98.68
20,382,DQE,EQ,15093,15058,99.77
20,383,DREDGECORP,EQ,41298,11659,28.23
20,384,DRREDDY,EQ,2497630,183822,7.36
20,385,DRSDILIP,SM,4800,4800,100.00
20,386,DSML,SM,12000,0,0.00
20,387,DSSL,EQ,12827,10272,80.08
20,388,DTIL,EQ,4552,3630,79.75
20,389,DUCON,EQ,21761,17937,82.43
20,390,DWARKESH,EQ,677112,446097,65.88
20,391,DYNAMATECH,EQ,5982,2646,44.23
20,392,DYNPRO,EQ,200773,78981,39.34
20,393,E2E,SM,2000,2000,100.00
20,394,EASTSILK,EQ,11720,11710,99.91
20,395,EBBETF0423,EQ,9428,8103,85.95
20,396,EBBETF0425,EQ,12570,2705,21.52
20,397,EBBETF0430,EQ,16283,15907,97.69
20,398,EBBETF0431,EQ,22856,20209,88.42
20,399,EBIXFOREX,EQ,13211,8482,64.20
20,400,EC2RG,MF,2200,2200,100.00
20,401,ECLERX,EQ,43274,25386,58.66
20,402,ECLFINANCE,NE,1,1,100.00
20,403,ECLFINANCE,NF,268,268,100.00
20,404,ECLFINANCE,NG,210,210,100.00
20,405,ECLFINANCE,NH,146,146,100.00
20,406,ECLFINANCE,NI,1,1,100.00
20,407,ECLFINANCE,NJ,100,100,100.00
20,408,ECLFINANCE,NK,14,14,100.00
20,409,ECLFINANCE,NM,1816,1522,83.81
20,410,ECLFINANCE,NN,1848,1398,75.65
20,411,ECLFINANCE,NO,676,676,100.00
20,412,ECLFINANCE,NQ,227,217,95.59
20,413,ECLFINANCE,NR,729,682,93.55
20,414,ECLFINANCE,NS,239,239,100.00
20,415,EDELWEISS,EQ,1389915,847561,60.98
20,416,EHFLNCD,N3,6,6,100.00
20,417,EHFLNCD,N5,1,1,100.00
20,418,EHFLNCD,N6,868,668,76.96
20,419,EHFLNCD,N7,216,158,73.15
20,420,EICHERMOT,EQ,1138015,230566,20.26
20,421,EIDPARRY,EQ,294760,153182,51.97
20,422,EIFFL,SM,2400,2400,100.00
20,423,EIHAHOTELS,EQ,6421,3724,58.00
20,424,EIHOTEL,EQ,793673,377192,47.52
20,425,EIMCOELECO,EQ,1251,753,60.19
20,426,ELECON,EQ,59567,32992,55.39
20,427,ELECTCAST,EQ,906682,583022,64.30
20,428,ELECTHERM,EQ,40700,7973,19.59
20,429,ELGIEQUIP,EQ,101772,51562,50.66
20,430,ELGIRUBCO,EQ,30189,25337,83.93
20,431,EMAMILTD,EQ,391825,273641,69.84
20,432,EMAMIPAP,EQ,6092,4006,65.76
20,433,EMBASSY,RR,370600,248800,67.13
20,434,EMKAY,EQ,33549,24425,72.80
20,435,EMKAYTOOLS,SM,600,600,100.00
20,436,EMMBI,EQ,12251,5949,48.56
20,437,EMOFSR1RDP,MF,32694,32694,100.00
20,438,EMOFSR1RGG,MF,33433,33433,100.00
20,439,ENDURANCE,EQ,40757,18811,46.15
20,440,ENERGYDEV,EQ,36915,31868,86.33
20,441,ENGINERSIN,EQ,2146601,1155416,53.83
20,442,ENIL,EQ,11624,8391,72.19
20,443,EQ30,EQ,11,11,100.00
20,444,EQUITAS,EQ,2153430,713994,33.16
20,445,ERFLNCDI,N2,197,197,100.00
20,446,ERFLNCDI,N3,157,131,83.44
20,447,ERFLNCDI,N4,186,186,100.00
20,448,ERFLNCDI,N5,1,1,100.00
20,449,ERFLNCDI,N6,10,10,100.00
20,450,ERIS,EQ,401231,127009,31.65
20,451,ESABINDIA,EQ,1310,821,62.67
20,452,ESCORTS,EQ,4865306,426291,8.76
20,453,ESSELPACK,EQ,302141,153661,50.86
20,454,ESTER,EQ,127597,82342,64.53
20,455,EVEREADY,EQ,165936,108814,65.58
20,456,EVERESTIND,EQ,29292,12472,42.58
20,457,EXCEL,EQ,11,11,100.00
20,458,EXCELINDUS,EQ,41099,27607,67.17
20,459,EXIDEIND,EQ,3494525,520035,14.88
20,460,EXPLEOSOL,EQ,23204,19416,83.68
20,461,FACT,EQ,716083,89137,12.45
20,462,FAIRCHEM,EQ,9955,7018,70.50
20,463,FCL,EQ,96477,48407,50.17
20,464,FCONSUMER,EQ,9203469,4691053,50.97
20,465,FCSSOFT,EQ,785849,747040,95.06
20,466,FDC,EQ,693205,266979,38.51
20,467,FEDERALBNK,EQ,28676719,4996562,17.42
20,468,FEL,EQ,411672,366673,89.07
20,469,FELDVR,EQ,61987,43169,69.64
20,470,FELIX,SM,4000,4000,100.00
20,471,FIEMIND,EQ,63875,24438,38.26
20,472,FILATEX,EQ,84399,53336,63.20
20,473,FINCABLES,EQ,47650,25441,53.39
20,474,FINEORG,EQ,65391,21363,32.67
20,475,FINPIPE,EQ,22345,12940,57.91
20,476,FLFL,EQ,1071352,528744,49.35
20,477,FLUOROCHEM,EQ,45248,31409,69.42
20,478,FMGOETZE,EQ,66928,5331,7.97
20,479,FMNL,EQ,386882,168293,43.50
20,480,FORCEMOT,EQ,49166,10175,20.70
20,481,FORTIS,EQ,1196300,744831,62.26
20,482,FOSECOIND,EQ,368,228,61.96
20,483,FRETAIL,EQ,1868964,973688,52.10
20,484,FSC,EQ,470516,261142,55.50
20,485,FSL,EQ,2194035,747049,34.05
20,486,GABRIEL,EQ,80778,37000,45.80
20,487,GAEL,EQ,94811,53488,56.42
20,488,GAIL,EQ,12546093,3621129,28.86
20,489,GALAXYSURF,EQ,10911,5290,48.48
20,490,GALLANTT,EQ,10079,7038,69.83
20,491,GALLISPAT,EQ,6222,3237,52.03
20,492,GAMMNINFRA,EQ,699447,495714,70.87
20,493,GANDHITUBE,EQ,3446,1580,45.85
20,494,GANECOS,EQ,13195,10556,80.00
20,495,GANESHHOUC,EQ,6156,5110,83.01
20,496,GANGESSECU,EQ,10365,6491,62.62
20,497,GARFIBRES,EQ,104798,30814,29.40
20,498,GATI,EQ,486259,320302,65.87
20,499,GAYAPROJ,EQ,390535,296405,75.90
20,500,GDL,EQ,232031,56754,24.46
20,501,GEECEE,EQ,4901,2011,41.03
20,502,GENUSPAPER,EQ,61593,53585,87.00
20,503,GENUSPOWER,EQ,132167,74981,56.73
20,504,GEOJITFSL,EQ,213024,121979,57.26
20,505,GEPIL,EQ,14191,8712,61.39
20,506,GESHIP,EQ,65477,38287,58.47
20,507,GET&D,EQ,27481,23135,84.19
20,508,GFLLIMITED,EQ,54756,23018,42.04
20,509,GFSTEELS,EQ,3881,3881,100.00
20,510,GHCL,EQ,112790,78676,69.75
20,511,GICHSGFIN,EQ,278778,91524,32.83
20,512,GICRE,EQ,130794,48626,37.18
20,513,GILLANDERS,EQ,640,632,98.75
20,514,GILLETTE,EQ,2924,1793,61.32
20,515,GINNIFILA,EQ,36432,28503,78.24
20,516,GIPCL,EQ,53330,33165,62.19
20,517,GKWLIMITED,EQ,70,16,22.86
20,518,GLAXO,EQ,109121,64580,59.18
20,519,GLENMARK,EQ,3585876,539980,15.06
20,520,GLFL,EQ,4237,4237,100.00
20,521,GLOBAL,SM,1000,1000,100.00
20,522,GLOBALVECT,EQ,17572,4687,26.67
20,523,GLOBE,SM,28000,14000,50.00
20,524,GLOBUSSPR,EQ,205620,82526,40.14
20,525,GMBREW,EQ,27853,15180,54.50
20,526,GMDCLTD,EQ,450875,255135,56.59
20,527,GMMPFAUDLR,EQ,23971,22605,94.30
20,528,GMRINFRA,EQ,16400399,3633718,22.16
20,529,GNA,EQ,24662,13069,52.99
20,530,GNFC,EQ,740773,362474,48.93
20,531,GOACARBON,EQ,29673,8681,29.26
20,532,GOCLCORP,EQ,13897,9794,70.48
20,533,GODFRYPHLP,EQ,43311,10298,23.78
20,534,GODREJAGRO,EQ,61180,33842,55.32
20,535,GODREJCP,EQ,990255,228563,23.08
20,536,GODREJIND,EQ,80534,25855,32.10
20,537,GODREJPROP,EQ,525219,176587,33.62
20,538,GOKEX,EQ,68784,39066,56.80
20,539,GOKUL,EQ,46067,32763,71.12
20,540,GOKULAGRO,EQ,103981,72684,69.90
20,541,GOLDBEES,EQ,3906195,2893900,74.08
20,542,GOLDENTOBC,EQ,2337,1931,82.63
20,543,GOLDIAM,EQ,21226,9205,43.37
20,544,GOLDSHARE,EQ,1538,1051,68.34
