Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,25092020,677154749,0001805
Trade Date <25-SEP-2020>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,172,BALKRISHNA,EQ,3248,2971,91.47
20,173,BALKRISIND,EQ,893815,253492,28.36
20,174,BALMLAWRIE,EQ,152334,88603,58.16
20,175,BALPHARMA,EQ,9168,5813,63.41
20,176,BALRAMCHIN,EQ,802146,217046,27.06
20,177,BANARBEADS,EQ,1548,830,53.62
20,178,BANARISUG,EQ,555,302,54.41
20,179,BANCOINDIA,EQ,42366,22746,53.69
20,180,BANDHANBNK,EQ,8087664,1105442,13.67
20,181,BANG,EQ,457,457,100.00
20,182,BANKA,SM,3000,3000,100.00
20,183,BANKBARODA,EQ,21522723,2755843,12.80
20,184,BANKBEES,EQ,631336,244314,38.70
20,185,BANKINDIA,EQ,2391345,783725,32.77
20,186,BANSWRAS,EQ,34216,10639,31.09
20,187,BASF,EQ,20305,7469,36.78
20,188,BASML,EQ,2202,1176,53.41
20,189,BATAINDIA,EQ,564341,167570,29.69
20,190,BAYERCROP,EQ,25878,11076,42.80
20,191,BBL,EQ,4871,2988,61.34
20,192,BBTC,EQ,84362,21494,25.48
20,193,BBTCL,SM,3000,3000,100.00
20,194,BCG,EQ,1862035,1107459,59.48
20,195,BCONCEPTS,SM,3000,3000,100.00
20,196,BCP,EQ,82702,65911,79.70
20,197,BDL,EQ,419950,120785,28.76
20,198,BEL,EQ,6477816,1152288,17.79
20,199,BEML,EQ,243280,48346,19.87
20,200,BEPL,EQ,4169213,1165286,27.95
20,201,BERGEPAINT,EQ,1829100,253913,13.88
20,202,BFINVEST,EQ,21729,5158,23.74
20,203,BFUTILITIE,EQ,103079,25620,24.85
20,204,BGRENERGY,EQ,43417,22583,52.01
20,205,BHAGERIA,EQ,23084,14873,64.43
20,206,BHAGYANGR,EQ,3049,2631,86.29
20,207,BHAGYAPROP,EQ,2245,2124,94.61
20,208,BHANDARI,EQ,52986,25329,47.80
20,209,BHARATFORG,EQ,2974187,1842066,61.94
20,210,BHARATGEAR,EQ,10412,7084,68.04
20,211,BHARATRAS,EQ,6272,2624,41.84
20,212,BHARATWIRE,EQ,17713,14009,79.09
20,213,BHARTIARTL,EQ,33602428,11809177,35.14
20,214,BHEL,EQ,57970215,12080754,20.84
20,215,BILENERGY,EQ,177612,104998,59.12
20,216,BINDALAGRO,EQ,20517,17214,83.90
20,217,BIOCON,EQ,4535634,1206492,26.60
20,218,BIRLACABLE,EQ,34159,15406,45.10
20,219,BIRLACORPN,EQ,151334,48673,32.16
20,220,BIRLAMONEY,EQ,125391,52004,41.47
20,221,BIRLATYRE,EQ,195820,125690,64.19
20,222,BKMINDST,EQ,39639,39469,99.57
20,223,BLISSGVS,EQ,456687,55502,12.15
20,224,BLS,EQ,137171,97882,71.36
20,225,BLUEDART,EQ,36661,13152,35.87
20,226,BLUESTARCO,EQ,188910,147681,78.18
20,227,BODALCHEM,EQ,485651,159958,32.94
20,228,BOMDYEING,EQ,744250,210749,28.32
20,229,BORORENEW,EQ,113566,76987,67.79
20,230,BOSCHLTD,EQ,100854,13808,13.69
20,231,BPCL,EQ,13272301,2296721,17.30
20,232,BPL,EQ,58870,38066,64.66
20,233,BRIGADE,EQ,124663,57510,46.13
20,234,BRIGHT,SM,21000,18000,85.71
20,235,BRITANNIA,EQ,507368,133845,26.38
20,236,BRITANNIA,N2,5556,4428,79.70
20,237,BRNL,EQ,6001,5183,86.37
20,238,BROOKS,EQ,83142,49925,60.05
20,239,BSE,EQ,245757,79527,32.36
20,240,BSELINFRA,EQ,73058,73051,99.99
20,241,BSHSL,SM,1600,1600,100.00
20,242,BSL,EQ,13330,6595,49.47
20,243,BSLGOLDETF,EQ,229,145,63.32
20,244,BSLNIFTY,EQ,595,557,93.61
20,245,BSOFT,EQ,1698132,391582,23.06
20,246,BURNPUR,EQ,16513,16478,99.79
20,247,BYKE,EQ,53799,38229,71.06
20,248,CADILAHC,EQ,3902803,553527,14.18
20,249,CADSYS,SM,2000,2000,100.00
20,250,CAMLINFINE,EQ,651187,459477,70.56
20,251,CANBK,EQ,8742494,1046419,11.97
20,252,CANFINHOME,EQ,249202,93872,37.67
20,253,CANTABIL,EQ,124605,23900,19.18
20,254,CAPACITE,EQ,28712,15543,54.13
20,255,CAPLIPOINT,EQ,154769,39202,25.33
20,256,CAPTRUST,EQ,1586,1442,90.92
20,257,CARBORUNIV,EQ,196970,119240,60.54
20,258,CAREERP,EQ,22965,11985,52.19
20,259,CARERATING,EQ,173168,93469,53.98
20,260,CASTROLIND,EQ,1044870,660953,63.26
20,261,CCHHL,EQ,32138,21115,65.70
20,262,CCL,EQ,402537,340637,84.62
20,263,CDSL,EQ,1436468,271003,18.87
20,264,CEATLTD,EQ,180173,45794,25.42
20,265,CEBBCO,EQ,18474,17360,93.97
20,266,CELEBRITY,EQ,20658,13126,63.54
20,267,CENTENKA,EQ,11432,5798,50.72
20,268,CENTEXT,EQ,87704,62897,71.72
20,269,CENTRALBK,EQ,2818109,785591,27.88
20,270,CENTRUM,EQ,704895,400416,56.81
20,271,CENTUM,EQ,5819,3215,55.25
20,272,CENTURYPLY,EQ,167894,85030,50.65
20,273,CENTURYTEX,EQ,757134,156793,20.71
20,274,CERA,EQ,4448,3140,70.59
20,275,CEREBRAINT,EQ,167484,118832,70.95
20,276,CESC,EQ,185587,35757,19.27
20,277,CESCVENT,EQ,37512,23237,61.95
20,278,CGCL,EQ,49370,7118,14.42
20,279,CGPOWER,EQ,15913006,5855840,36.80
20,280,CHALET,EQ,89434,55099,61.61
20,281,CHAMBLFERT,EQ,369518,213655,57.82
20,282,CHEMBOND,EQ,3932,2672,67.96
20,283,CHEMFAB,EQ,2660,1628,61.20
20,284,CHENNPETRO,EQ,958239,394188,41.14
20,285,CHOLAFIN,EQ,5326944,1174073,22.04
20,286,CHOLAHLDNG,EQ,20921,12197,58.30
20,287,CIGNITITEC,EQ,61573,40072,65.08
20,288,CIMMCO,EQ,29061,21974,75.61
20,289,CINELINE,EQ,46843,24115,51.48
20,290,CIPLA,EQ,13365213,1083169,8.10
20,291,CLNINDIA,EQ,41007,17918,43.69
20,292,CMICABLES,EQ,28818,17542,60.87
20,293,CNOVAPETRO,EQ,1053,1052,99.91
20,294,COALINDIA,EQ,15988811,4155580,25.99
20,295,COCHINSHIP,EQ,138640,74138,53.48
20,296,COFORGE,EQ,1170054,109344,9.35
20,297,COLPAL,EQ,1004356,357711,35.62
20,298,COMPINFO,EQ,221044,139731,63.21
20,299,COMPUSOFT,EQ,15176,12465,82.14
20,300,CONCOR,EQ,1176532,577081,49.05
20,301,CONFIPET,EQ,144981,97100,66.97
20,302,CONSOFINVT,EQ,841,767,91.20
20,303,CONTROLPR,EQ,6235,4273,68.53
20,304,CORALFINAC,EQ,4482,3126,69.75
20,305,CORDSCABLE,EQ,15159,9267,61.13
20,306,COROMANDEL,EQ,540689,356547,65.94
20,307,COSMOFILMS,EQ,91130,41916,46.00
20,308,COUNCODOS,EQ,29241,24417,83.50
20,309,CPSEETF,EQ,810650,611873,75.48
20,310,CREATIVE,EQ,12406,777,6.26
20,311,CREDITACC,EQ,107800,79511,73.76
20,312,CREST,EQ,10788,3898,36.13
20,313,CRISIL,EQ,24770,11182,45.14
20,314,CROMPTON,EQ,732862,466173,63.61
20,315,CSBBANK,EQ,111924,34982,31.26
20,316,CTE,EQ,3221,2036,63.21
20,317,CUB,EQ,1039827,496198,47.72
20,318,CUBEXTUB,EQ,14784,9868,66.75
20,319,CUMMINSIND,EQ,1877821,1439679,76.67
20,320,CUPID,EQ,65426,31025,47.42
20,321,CYBERTECH,EQ,130914,64030,48.91
20,322,CYIENT,EQ,250023,62901,25.16
20,323,DAAWAT,EQ,1752710,614279,35.05
20,324,DABUR,EQ,2817378,1126507,39.98
20,325,DALBHARAT,EQ,75988,50336,66.24
20,326,DALMIASUG,EQ,70125,33125,47.24
20,327,DAMODARIND,EQ,5677,4645,81.82
20,328,DATAMATICS,EQ,134057,69258,51.66
20,329,DBCORP,EQ,53215,22953,43.13
20,330,DBL,EQ,73480,24616,33.50
20,331,DBREALTY,EQ,104081,65702,63.13
20,332,DBSTOCKBRO,EQ,176,73,41.48
20,333,DCAL,EQ,176427,98544,55.86
20,334,DCBBANK,EQ,1748821,985863,56.37
20,335,DCM,EQ,15320,6274,40.95
20,336,DCMNVL,EQ,1876,1318,70.26
20,337,DCMSHRIRAM,EQ,39350,18187,46.22
20,338,DCW,EQ,578961,311844,53.86
20,339,DECCANCE,EQ,19972,10108,50.61
20,340,DEEPAKFERT,EQ,541913,107089,19.76
20,341,DEEPAKNTR,EQ,1528926,411249,26.90
20,342,DEEPIND,EQ,29450,8844,30.03
20,343,DELTACORP,EQ,737031,362355,49.16
20,344,DELTAMAGNT,EQ,659,606,91.96
20,345,DEN,EQ,56167,24382,43.41
20,346,DENORA,EQ,2020,1261,62.43
20,347,DEVIT,SM,1500,1500,100.00
20,348,DFMFOODS,EQ,61557,29479,47.89
20,349,DHAMPURSUG,EQ,344570,90767,26.34
20,350,DHANBANK,EQ,317364,189643,59.76
20,351,DHANILOANS,N5,25,25,100.00
20,352,DHANUKA,EQ,123691,51127,41.33
20,353,DHARSUGAR,EQ,4123,3573,86.66
20,354,DHFL,EQ,534279,280566,52.51
20,355,DHFL,N6,2,2,100.00
20,356,DHFL,NA,27,27,100.00
20,357,DHFL,NC,1119,1119,100.00
20,358,DHFL,NP,100,65,65.00
20,359,DHFL,NQ,1950,1583,81.18
20,360,DHFL,NX,102,102,100.00
20,361,DHUNINV,EQ,477,349,73.17
20,362,DIAMONDYD,EQ,4021,2482,61.73
20,363,DICIND,EQ,6274,3464,55.21
20,364,DIGISPICE,EQ,1820,1655,90.93
20,365,DISHTV,EQ,14964085,8253269,55.15
20,366,DIVISLAB,EQ,1595002,277466,17.40
20,367,DIXON,EQ,29285,12772,43.61
20,368,DLF,EQ,11733841,850284,7.25
20,369,DLINKINDIA,EQ,129351,52369,40.49
20,370,DMART,EQ,325523,165573,50.86
20,371,DNAMEDIA,EQ,43066,40966,95.12
20,372,DOLAT,EQ,43109,20744,48.12
20,373,DOLLAR,EQ,133100,118339,88.91
20,374,DONEAR,EQ,43503,25508,58.64
20,375,DPABHUSHAN,SM,20000,16000,80.00
20,376,DPSCLTD,EQ,25759,25725,99.87
20,377,DPWIRES,EQ,339,223,65.78
20,378,DQE,EQ,68247,55654,81.55
20,379,DREDGECORP,EQ,76903,16327,21.23
20,380,DRREDDY,EQ,3514249,234415,6.67
20,381,DRSDILIP,SM,1600,1600,100.00
20,382,DSML,SM,12000,0,0.00
20,383,DSSL,EQ,2726,707,25.94
20,384,DTIL,EQ,2572,1863,72.43
20,385,DUCON,EQ,14205,10691,75.26
20,386,DWARKESH,EQ,1002310,522457,52.13
20,387,DYNAMATECH,EQ,11558,7405,64.07
20,388,DYNPRO,EQ,351615,134579,38.27
20,389,E2E,SM,6000,6000,100.00
20,390,EASTSILK,EQ,19783,13983,70.68
20,391,EBANK,EQ,10,5,50.00
20,392,EBBETF0423,EQ,2570,1990,77.43
20,393,EBBETF0425,EQ,25566,25264,98.82
20,394,EBBETF0430,EQ,5555,5500,99.01
20,395,EBBETF0431,EQ,4404,4073,92.48
20,396,EBIXFOREX,EQ,964,534,55.39
20,397,ECLERX,EQ,68883,34699,50.37
20,398,ECLFINANCE,NE,150,150,100.00
20,399,ECLFINANCE,NG,50,50,100.00
20,400,ECLFINANCE,NJ,210,130,61.90
20,401,ECLFINANCE,NK,87,87,100.00
20,402,ECLFINANCE,NM,501,501,100.00
20,403,ECLFINANCE,NN,158,158,100.00
20,404,ECLFINANCE,NO,79,79,100.00
20,405,ECLFINANCE,NP,25,25,100.00
20,406,ECLFINANCE,NQ,1683,1583,94.06
20,407,ECLFINANCE,NR,450,409,90.89
20,408,ECLFINANCE,NS,10,10,100.00
20,409,EDELWEISS,EQ,1334738,547738,41.04
20,410,EHFLNCD,N3,1,1,100.00
20,411,EHFLNCD,N5,5,5,100.00
20,412,EHFLNCD,N6,418,418,100.00
20,413,EICHERMOT,EQ,1532715,442845,28.89
20,414,EIDPARRY,EQ,174654,51465,29.47
20,415,EIFFL,SM,2400,2400,100.00
20,416,EIHAHOTELS,EQ,4439,2602,58.62
20,417,EIHOTEL,EQ,658276,223772,33.99
20,418,EIMCOELECO,EQ,274,180,65.69
20,419,ELECON,EQ,95428,52924,55.46
20,420,ELECTCAST,EQ,956392,604449,63.20
20,421,ELECTHERM,EQ,15387,7279,47.31
20,422,ELGIEQUIP,EQ,414828,374732,90.33
20,423,ELGIRUBCO,EQ,4111,2748,66.85
20,424,EMAMILTD,EQ,237310,150086,63.24
20,425,EMAMIPAP,EQ,1978,1464,74.01
20,426,EMBASSY,RR,67200,53000,78.87
20,427,EMKAY,EQ,8202,4936,60.18
20,428,EMMBI,EQ,11176,6246,55.89
20,429,EMOFSR1RDP,MF,4100,4100,100.00
20,430,EMOFSR1RGG,MF,23440,23440,100.00
20,431,ENDURANCE,EQ,166549,144570,86.80
20,432,ENERGYDEV,EQ,54826,34490,62.91
20,433,ENGINERSIN,EQ,1671161,780578,46.71
20,434,ENIL,EQ,3494,2252,64.45
20,435,EQ30,EQ,3,2,66.67
20,436,EQUITAS,EQ,4468993,713171,15.96
20,437,ERFLNCDI,N1,58,58,100.00
20,438,ERFLNCDI,N2,143,143,100.00
20,439,ERIS,EQ,2648052,1956913,73.90
20,440,ESABINDIA,EQ,2084,1180,56.62
20,441,ESCORTS,EQ,1759568,199222,11.32
20,442,ESSELPACK,EQ,313070,155572,49.69
20,443,ESTER,EQ,102228,42927,41.99
20,444,EUROTEXIND,EQ,1835,1835,100.00
20,445,EVEREADY,EQ,91611,44337,48.40
20,446,EVERESTIND,EQ,43030,20033,46.56
20,447,EXCEL,EQ,63682,63682,100.00
20,448,EXCELINDUS,EQ,38728,18493,47.75
20,449,EXIDEIND,EQ,5279318,1084633,20.54
20,450,EXPLEOSOL,EQ,11298,7074,62.61
20,451,FACT,EQ,35153,12896,36.69
20,452,FAIRCHEM,EQ,19083,11561,60.58
20,453,FCL,EQ,244060,131795,54.00
20,454,FCONSUMER,EQ,13711228,4148828,30.26
20,455,FCSSOFT,EQ,723368,386564,53.44
20,456,FDC,EQ,175888,51554,29.31
20,457,FEDERALBNK,EQ,32271635,5307738,16.45
20,458,FEL,EQ,4251669,1542202,36.27
20,459,FELDVR,EQ,170759,90875,53.22
20,460,FELIX,SM,8000,8000,100.00
20,461,FIEMIND,EQ,51099,19300,37.77
20,462,FILATEX,EQ,91950,69174,75.23
20,463,FILDF2GP,MF,4461,4461,100.00
20,464,FINCABLES,EQ,49162,26613,54.13
20,465,FINEORG,EQ,82238,15113,18.38
20,466,FINPIPE,EQ,25846,12536,48.50
20,467,FLFL,EQ,3266821,1044377,31.97
20,468,FLUOROCHEM,EQ,32025,22324,69.71
20,469,FMGOETZE,EQ,5529,2067,37.38
20,470,FMNL,EQ,854498,319440,37.38
20,471,FORCEMOT,EQ,34265,11084,32.35
20,472,FORTIS,EQ,1049484,470177,44.80
20,473,FOSECOIND,EQ,538,247,45.91
20,474,FRETAIL,EQ,8325576,2673049,32.11
20,475,FSC,EQ,677511,248267,36.64
20,476,FSL,EQ,2903149,856322,29.50
20,477,GABRIEL,EQ,154941,66558,42.96
20,478,GAEL,EQ,256358,96910,37.80
20,479,GAIL,EQ,13060455,2590984,19.84
20,480,GALAXYSURF,EQ,8403,3054,36.34
20,481,GALLANTT,EQ,12706,7951,62.58
20,482,GALLISPAT,EQ,4071,3095,76.03
20,483,GAMMNINFRA,EQ,602475,558653,92.73
20,484,GANDHITUBE,EQ,2233,1556,69.68
20,485,GANECOS,EQ,30085,26234,87.20
20,486,GANESHHOUC,EQ,15002,10580,70.52
20,487,GANGAFORGE,SM,48000,36000,75.00
20,488,GANGESSECU,EQ,3052,1593,52.20
20,489,GARFIBRES,EQ,73717,25304,34.33
20,490,GATI,EQ,278913,116542,41.78
20,491,GAYAPROJ,EQ,280532,193884,69.11
20,492,GDL,EQ,59072,40161,67.99
20,493,GEECEE,EQ,2730,1632,59.78
20,494,GENUSPAPER,EQ,56069,43269,77.17
20,495,GENUSPOWER,EQ,98883,62599,63.31
20,496,GEOJITFSL,EQ,239698,142628,59.50
20,497,GEPIL,EQ,33591,18063,53.77
20,498,GESHIP,EQ,60080,30090,50.08
20,499,GET&D,EQ,86480,66276,76.64
20,500,GFLLIMITED,EQ,31420,22126,70.42
20,501,GFSTEELS,EQ,525,525,100.00
20,502,GHCL,EQ,76369,35583,46.59
20,503,GICHSGFIN,EQ,440613,122984,27.91
20,504,GICRE,EQ,156093,60807,38.96
20,505,GILLANDERS,EQ,1761,1602,90.97
20,506,GILLETTE,EQ,4208,2373,56.39
20,507,GINNIFILA,EQ,19484,10888,55.88
20,508,GIPCL,EQ,53765,29965,55.73
20,509,GKWLIMITED,EQ,17,12,70.59
20,510,GLAXO,EQ,57963,35100,60.56
20,511,GLENMARK,EQ,2923805,533738,18.25
20,512,GLFL,EQ,5199,5199,100.00
20,513,GLOBALVECT,EQ,10539,6048,57.39
20,514,GLOBE,SM,30000,10000,33.33
20,515,GLOBUSSPR,EQ,286277,114466,39.98
20,516,GMBREW,EQ,12414,5247,42.27
20,517,GMDCLTD,EQ,532798,324027,60.82
20,518,GMMPFAUDLR,EQ,29179,29179,100.00
20,519,GMRINFRA,EQ,51369123,8884700,17.30
20,520,GNA,EQ,42219,15656,37.08
20,521,GNFC,EQ,935322,280221,29.96
20,522,GOACARBON,EQ,34022,8832,25.96
20,523,GOCLCORP,EQ,8240,3543,43.00
20,524,GODFRYPHLP,EQ,109586,26611,24.28
20,525,GODHA,SM,4000,4000,100.00
20,526,GODREJAGRO,EQ,57711,26236,45.46
20,527,GODREJCP,EQ,2234736,699964,31.32
20,528,GODREJIND,EQ,50153,21301,42.47
20,529,GODREJPROP,EQ,257886,46388,17.99
20,530,GOKEX,EQ,67054,33546,50.03
20,531,GOKUL,EQ,38547,25025,64.92
20,532,GOKULAGRO,EQ,14659,3946,26.92
20,533,GOLDBEES,EQ,5215912,3785902,72.58
20,534,GOLDENTOBC,EQ,18389,11459,62.31
20,535,GOLDIAM,EQ,45075,30147,66.88
20,536,GOLDSHARE,EQ,1031,635,61.59
20,537,GOODLUCK,EQ,15812,9513,60.16
20,538,GPIL,EQ,42338,33201,78.42
20,539,GPPL,EQ,158128,60475,38.24
20,540,GPTINFRA,EQ,17052,13275,77.85
20,541,GRANULES,EQ,7822294,1235295,15.79
20,542,GRAPHITE,EQ,1139046,525816,46.16
20,543,GRASIM,EQ,2258203,332819,14.74
