Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,21092020,828274234,0001846
Trade Date <21-SEP-2020>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,42,ADSL,EQ,109511,79471,72.57
20,43,ADVANIHOTR,EQ,10731,8660,80.70
20,44,ADVENZYMES,EQ,803641,272669,33.93
20,45,AEGISCHEM,EQ,319405,259039,81.10
20,46,AFFLE,EQ,85957,59160,68.83
20,47,AGARIND,EQ,18509,13922,75.22
20,48,AGCNET,EQ,15981,9529,59.63
20,49,AGRITECH,EQ,21069,9974,47.34
20,50,AGROPHOS,EQ,32203,22608,70.20
20,51,AHLADA,SM,2000,2000,100.00
20,52,AHLEAST,EQ,483,278,57.56
20,53,AHLUCONT,EQ,23325,10708,45.91
20,54,AHLWEST,EQ,7763,6110,78.71
20,55,AIAENG,EQ,57553,20162,35.03
20,56,AIONJSW,EQ,469394,360580,76.82
20,57,AIRAN,EQ,18308,15287,83.50
20,58,AISL,SM,4800,3600,75.00
20,59,AJANTPHARM,EQ,346626,80230,23.15
20,60,AJMERA,EQ,72198,34769,48.16
20,61,AJOONI,SM,32000,28000,87.50
20,62,AKG,SM,12000,0,0.00
20,63,AKSHARCHEM,EQ,31538,16236,51.48
20,64,AKSHOPTFBR,EQ,244593,175626,71.80
20,65,AKZOINDIA,EQ,4926,2949,59.87
20,66,ALANKIT,EQ,1221550,405786,33.22
20,67,ALBERTDAVD,EQ,16395,7629,46.53
20,68,ALCHEM,EQ,42537,28201,66.30
20,69,ALEMBICLTD,EQ,1564049,653469,41.78
20,70,ALICON,EQ,2252,1402,62.26
20,71,ALKALI,EQ,41007,22430,54.70
20,72,ALKEM,EQ,145194,76417,52.63
20,73,ALKYLAMINE,EQ,28541,15919,55.78
20,74,ALLCARGO,EQ,408174,253647,62.14
20,75,ALLSEC,EQ,3545,1923,54.25
20,76,ALMONDZ,EQ,15637,7081,45.28
20,77,ALOKINDS,EQ,3610084,3603565,99.82
20,78,ALPA,EQ,140674,76584,54.44
20,79,ALPHAGEO,EQ,9706,6814,70.20
20,80,ALPSINDUS,EQ,9043,9043,100.00
20,81,AMARAJABAT,EQ,816010,99997,12.25
20,82,AMBER,EQ,274287,99794,36.38
20,83,AMBIKCO,EQ,5584,3446,61.71
20,84,AMBUJACEM,EQ,2412725,667745,27.68
20,85,AMDIND,EQ,5045,3799,75.30
20,86,AMJLAND,EQ,14655,12367,84.39
20,87,AMJUMBO,SM,24000,8000,33.33
20,88,AMRUTANJAN,EQ,73307,29005,39.57
20,89,ANANTRAJ,EQ,150975,113520,75.19
20,90,ANDHRACEMT,EQ,202627,112917,55.73
20,91,ANDHRAPAP,EQ,45520,26195,57.55
20,92,ANDHRSUGAR,EQ,20706,14049,67.85
20,93,ANIKINDS,EQ,6001,4609,76.80
20,94,ANSALAPI,EQ,38613,33289,86.21
20,95,ANSALHSG,EQ,15973,15313,95.87
20,96,ANUP,EQ,15544,9971,64.15
20,97,APARINDS,EQ,72187,58365,80.85
20,98,APCL,EQ,58283,29487,50.59
20,99,APCOTEXIND,EQ,53894,35194,65.30
20,100,APEX,EQ,125476,60736,48.40
20,101,APLAPOLLO,EQ,57152,34679,60.68
20,102,APLLTD,EQ,482877,211008,43.70
20,103,APOLLO,EQ,199782,104306,52.21
20,104,APOLLOHOSP,EQ,2220745,516057,23.24
20,105,APOLLOPIPE,EQ,71441,31528,44.13
20,106,APOLLOTYRE,EQ,6040118,515929,8.54
20,107,APOLSINHOT,EQ,857,511,59.63
20,108,APTECHT,EQ,271335,80759,29.76
20,109,ARCHIDPLY,EQ,17587,12741,72.45
20,110,ARCHIES,EQ,30029,24928,83.01
20,111,ARENTERP,EQ,2767,2740,99.02
20,112,ARIES,EQ,44294,23368,52.76
20,113,ARIHANT,EQ,433,432,99.77
20,114,ARIHANTSUP,EQ,13128,9101,69.33
20,115,ARMANFIN,EQ,10636,7155,67.27
20,116,AROGRANITE,EQ,11342,7338,64.70
20,117,ARROWGREEN,EQ,16338,11542,70.65
20,118,ARSHIYA,EQ,80004,78259,97.82
20,119,ARSSINFRA,EQ,27083,16807,62.06
20,120,ARTEMISMED,EQ,3432,1912,55.71
20,121,ARVEE,SM,22000,22000,100.00
20,122,ARVIND,EQ,2205403,1047083,47.48
20,123,ARVINDFASN,EQ,221010,149333,67.57
20,124,ARVSMART,EQ,59824,36198,60.51
20,125,ASAHIINDIA,EQ,29987,17928,59.79
20,126,ASAHISONG,EQ,58539,31951,54.58
20,127,ASAL,EQ,9692,7173,74.01
20,128,ASALCBR,EQ,90094,47616,52.85
20,129,ASHAPURMIN,EQ,1076300,396819,36.87
20,130,ASHIANA,EQ,72816,47120,64.71
20,131,ASHIMASYN,EQ,47026,34406,73.16
20,132,ASHOKA,EQ,1130090,544358,48.17
20,133,ASHOKLEY,EQ,58238202,7143140,12.27
20,134,ASIANHOTNR,EQ,5636,1314,23.31
20,135,ASIANPAINT,EQ,2518364,543703,21.59
20,136,ASIANTILES,EQ,356956,82788,23.19
20,137,ASLIND,SM,492000,492000,100.00
20,138,ASPINWALL,EQ,1038,934,89.98
20,139,ASTEC,EQ,87015,54915,63.11
20,140,ASTERDM,EQ,406627,197334,48.53
20,141,ASTRAL,EQ,111978,41120,36.72
20,142,ASTRAMICRO,EQ,675747,384377,56.88
20,143,ASTRAZEN,EQ,175399,44971,25.64
20,144,ASTRON,EQ,28110,17648,62.78
20,145,ATFL,EQ,18017,10134,56.25
20,146,ATLANTA,EQ,32457,20020,61.68
20,147,ATUL,EQ,78068,38383,49.17
20,148,ATULAUTO,EQ,80739,47492,58.82
20,149,AUBANK,EQ,327181,191813,58.63
20,150,AURIONPRO,EQ,49853,43569,87.39
20,151,AUROPHARMA,EQ,7597196,1095355,14.42
20,152,AUSOMENT,EQ,3053,2959,96.92
20,153,AUTOAXLES,EQ,35111,18866,53.73
20,154,AUTOIND,EQ,17699,16252,91.82
20,155,AUTOLITIND,EQ,6219,4530,72.84
20,156,AVADHSUGAR,EQ,38343,24761,64.58
20,157,AVANTIFEED,EQ,390381,148746,38.10
20,158,AVG,SM,1200,1200,100.00
20,159,AVTNPL,EQ,183273,116534,63.58
20,160,AXISBANK,EQ,19014199,3350695,17.62
20,161,AXISCADES,EQ,97052,60367,62.20
20,162,AXISGOLD,EQ,78778,53544,67.97
20,163,AXISNIFTY,EQ,4149,1409,33.96
20,164,AYMSYNTEX,EQ,3438,2495,72.57
20,165,BAFNAPH,EQ,149,149,100.00
20,166,BAGFILMS,EQ,67971,62026,91.25
20,167,BAJAJ-AUTO,EQ,779499,267405,34.30
20,168,BAJAJCON,EQ,614709,285591,46.46
20,169,BAJAJELEC,EQ,184796,43776,23.69
20,170,BAJAJFINSV,EQ,492137,76993,15.64
20,171,BAJAJHIND,EQ,1775081,1231900,69.40
20,172,BAJAJHLDNG,EQ,20393,7631,37.42
20,173,BAJFINANCE,EQ,3627585,510207,14.06
20,174,BALAJITELE,EQ,64025,41970,65.55
20,175,BALAMINES,EQ,198145,100251,50.59
20,176,BALKRISHNA,EQ,10414,6528,62.68
20,177,BALKRISIND,EQ,1380609,195755,14.18
20,178,BALMLAWRIE,EQ,264676,174372,65.88
20,179,BALPHARMA,EQ,72355,48361,66.84
20,180,BALRAMCHIN,EQ,942590,573472,60.84
20,181,BANARBEADS,EQ,9103,6491,71.31
20,182,BANARISUG,EQ,4396,4098,93.22
20,183,BANCOINDIA,EQ,105958,53572,50.56
20,184,BANDHANBNK,EQ,11575083,3312027,28.61
20,185,BANG,EQ,3129,2727,87.15
20,186,BANKA,SM,9000,9000,100.00
20,187,BANKBARODA,EQ,23385146,7067410,30.22
20,188,BANKBEES,EQ,1038594,568246,54.71
20,189,BANKINDIA,EQ,3407434,1103522,32.39
20,190,BANSWRAS,EQ,8481,5628,66.36
20,191,BASF,EQ,38829,15851,40.82
20,192,BASML,EQ,1755,1185,67.52
20,193,BATAINDIA,EQ,1288807,578112,44.86
20,194,BAYERCROP,EQ,65992,29220,44.28
20,195,BBL,EQ,11196,7156,63.92
20,196,BBTC,EQ,124603,51626,41.43
20,197,BCG,EQ,1998747,1451929,72.64
20,198,BCONCEPTS,SM,3000,3000,100.00
20,199,BCP,EQ,68026,45899,67.47
20,200,BDL,EQ,585008,212597,36.34
20,201,BEDMUTHA,EQ,11384,10369,91.08
20,202,BEL,EQ,13609243,5346997,39.29
20,203,BEML,EQ,201000,41331,20.56
20,204,BEPL,EQ,705686,337431,47.82
20,205,BERGEPAINT,EQ,1147611,303034,26.41
20,206,BETA,SM,36800,33600,91.30
20,207,BFINVEST,EQ,28194,7728,27.41
20,208,BFUTILITIE,EQ,113220,46762,41.30
20,209,BGRENERGY,EQ,97015,58629,60.43
20,210,BHAGERIA,EQ,33853,27278,80.58
20,211,BHAGYANGR,EQ,11200,7121,63.58
20,212,BHAGYAPROP,EQ,22648,20673,91.28
20,213,BHANDARI,EQ,308865,238835,77.33
20,214,BHARATFORG,EQ,2037919,749568,36.78
20,215,BHARATGEAR,EQ,5664,3289,58.07
20,216,BHARATRAS,EQ,9034,5522,61.12
20,217,BHARATWIRE,EQ,7639,5948,77.86
20,218,BHARTIARTL,EQ,22737775,7776184,34.20
20,219,BHEL,EQ,39228356,7181314,18.31
20,220,BILENERGY,EQ,224417,180772,80.55
20,221,BINDALAGRO,EQ,34945,30481,87.23
20,222,BIOCON,EQ,4258326,730850,17.16
20,223,BIRLACABLE,EQ,47072,30014,63.76
20,224,BIRLACORPN,EQ,582076,294739,50.64
20,225,BIRLAMONEY,EQ,363060,167735,46.20
20,226,BIRLATYRE,EQ,254560,180482,70.90
20,227,BKMINDST,EQ,15809,10160,64.27
20,228,BLISSGVS,EQ,403132,77444,19.21
20,229,BLS,EQ,55540,40890,73.62
20,230,BLUEDART,EQ,16849,11297,67.05
20,231,BLUESTARCO,EQ,96759,45042,46.55
20,232,BODALCHEM,EQ,784438,285022,36.33
20,233,BOHRA,SM,4000,4000,100.00
20,234,BOMDYEING,EQ,997168,409203,41.04
20,235,BORORENEW,EQ,104941,66429,63.30
20,236,BOSCHLTD,EQ,87236,19876,22.78
20,237,BPCL,EQ,5853288,1110781,18.98
20,238,BPL,EQ,29196,16774,57.45
20,239,BRIGADE,EQ,130907,64623,49.37
20,240,BRIGHT,SM,3000,3000,100.00
20,241,BRITANNIA,EQ,604282,251550,41.63
20,242,BRITANNIA,N2,16350,15233,93.17
20,243,BRNL,EQ,15669,13400,85.52
20,244,BROOKS,EQ,141207,104707,74.15
20,245,BSE,EQ,326857,138431,42.35
20,246,BSELINFRA,EQ,114737,53598,46.71
20,247,BSHSL,SM,1600,1600,100.00
20,248,BSL,EQ,8394,5185,61.77
20,249,BSLGOLDETF,EQ,125,93,74.40
20,250,BSLNIFTY,EQ,254,150,59.06
20,251,BSOFT,EQ,2885861,902271,31.27
20,252,BURNPUR,EQ,21129,20450,96.79
20,253,BYKE,EQ,52271,38447,73.55
20,254,CADILAHC,EQ,8893943,1711462,19.24
20,255,CAMLINFINE,EQ,765167,574408,75.07
20,256,CANBK,EQ,5001426,1003853,20.07
20,257,CANFINHOME,EQ,381487,198380,52.00
20,258,CANTABIL,EQ,153887,51186,33.26
20,259,CAPACITE,EQ,37803,24134,63.84
20,260,CAPLIPOINT,EQ,629866,226504,35.96
20,261,CAPTRUST,EQ,2594,1957,75.44
20,262,CARBORUNIV,EQ,356428,189758,53.24
20,263,CAREERP,EQ,402113,186324,46.34
20,264,CARERATING,EQ,54098,38625,71.40
20,265,CASTROLIND,EQ,1311810,879854,67.07
20,266,CCHHL,EQ,47333,37881,80.03
20,267,CCL,EQ,81864,35816,43.75
20,268,CDSL,EQ,1076935,389265,36.15
20,269,CEATLTD,EQ,86264,23492,27.23
20,270,CEBBCO,EQ,21367,19020,89.02
20,271,CELEBRITY,EQ,45183,35539,78.66
20,272,CENTENKA,EQ,36404,26002,71.43
20,273,CENTEXT,EQ,111121,81354,73.21
20,274,CENTRALBK,EQ,959716,622303,64.84
20,275,CENTRUM,EQ,462587,287037,62.05
20,276,CENTUM,EQ,17930,8907,49.68
20,277,CENTURYPLY,EQ,222031,96298,43.37
20,278,CENTURYTEX,EQ,1125434,399657,35.51
20,279,CERA,EQ,2449,1444,58.96
20,280,CEREBRAINT,EQ,64441,53488,83.00
20,281,CESC,EQ,1076172,153478,14.26
20,282,CESCVENT,EQ,63073,32260,51.15
20,283,CGCL,EQ,210137,69807,33.22
20,284,CGPOWER,EQ,2938084,2363928,80.46
20,285,CHALET,EQ,98866,60549,61.24
20,286,CHAMBLFERT,EQ,793702,581595,73.28
20,287,CHEMBOND,EQ,19800,9284,46.89
20,288,CHEMFAB,EQ,5667,2969,52.39
20,289,CHENNPETRO,EQ,428626,246169,57.43
20,290,CHOLAFIN,EQ,4128528,1045258,25.32
20,291,CHOLAHLDNG,EQ,13344,6978,52.29
20,292,CIGNITITEC,EQ,411793,212739,51.66
20,293,CIMMCO,EQ,13337,10319,77.37
20,294,CINELINE,EQ,14174,8328,58.76
20,295,CIPLA,EQ,12576401,1381537,10.99
20,296,CKPLEISURE,SM,8000,8000,100.00
20,297,CLEDUCATE,EQ,29020,19653,67.72
20,298,CLNINDIA,EQ,50191,26706,53.21
20,299,CMICABLES,EQ,13966,11085,79.37
20,300,CMMIPL,SM,3000,3000,100.00
20,301,CNOVAPETRO,EQ,4737,4737,100.00
20,302,COALINDIA,EQ,9573634,3121570,32.61
20,303,COCHINSHIP,EQ,189083,110812,58.60
20,304,COFORGE,EQ,743398,173750,23.37
20,305,COLPAL,EQ,872594,470637,53.94
20,306,COMPINFO,EQ,446823,168437,37.70
20,307,COMPUSOFT,EQ,42668,33520,78.56
20,308,CONCOR,EQ,1833235,978271,53.36
20,309,CONFIPET,EQ,413032,290529,70.34
20,310,CONSOFINVT,EQ,3297,1563,47.41
20,311,CONTI,SM,26664,26664,100.00
20,312,CONTROLPR,EQ,7438,5882,79.08
20,313,CORALFINAC,EQ,5697,5570,97.77
20,314,CORDSCABLE,EQ,8079,5870,72.66
20,315,COROMANDEL,EQ,805895,603753,74.92
20,316,COSMOFILMS,EQ,116396,59484,51.10
20,317,COUNCODOS,EQ,19793,13320,67.30
20,318,CPSEETF,EQ,1079281,800370,74.16
20,319,CREATIVE,EQ,20938,11510,54.97
20,320,CREDITACC,EQ,80076,42595,53.19
20,321,CREST,EQ,5699,3898,68.40
20,322,CRISIL,EQ,13693,7015,51.23
20,323,CROMPTON,EQ,402860,265408,65.88
20,324,CSBBANK,EQ,171215,56829,33.19
20,325,CTE,EQ,15034,13943,92.74
20,326,CUB,EQ,811205,350073,43.15
20,327,CUBEXTUB,EQ,3030,2505,82.67
20,328,CUMMINSIND,EQ,1500947,540373,36.00
20,329,CUPID,EQ,68914,34590,50.19
20,330,CYBERTECH,EQ,130151,62334,47.89
20,331,CYIENT,EQ,1154729,399862,34.63
20,332,DAAWAT,EQ,851667,312345,36.67
20,333,DABUR,EQ,2405043,717584,29.84
20,334,DALBHARAT,EQ,127270,66611,52.34
20,335,DALMIASUG,EQ,105931,63720,60.15
20,336,DAMODARIND,EQ,7758,4842,62.41
20,337,DATAMATICS,EQ,174870,114031,65.21
20,338,DBCORP,EQ,220810,127136,57.58
20,339,DBL,EQ,126161,44531,35.30
20,340,DBREALTY,EQ,99107,73448,74.11
20,341,DBSTOCKBRO,EQ,107,66,61.68
20,342,DCAL,EQ,678368,501075,73.86
20,343,DCBBANK,EQ,2489373,1084001,43.55
20,344,DCM,EQ,11036,6860,62.16
20,345,DCMNVL,EQ,15659,9602,61.32
20,346,DCMSHRIRAM,EQ,96165,61449,63.90
20,347,DCW,EQ,752250,516807,68.70
20,348,DECCANCE,EQ,61094,43570,71.32
20,349,DEEPAKFERT,EQ,624627,179481,28.73
20,350,DEEPAKNTR,EQ,2902205,1514696,52.19
20,351,DEEPIND,EQ,20937,15656,74.78
20,352,DELTACORP,EQ,2032575,1090678,53.66
20,353,DELTAMAGNT,EQ,2032,1098,54.04
20,354,DEN,EQ,49501,36423,73.58
20,355,DENORA,EQ,3345,2353,70.34
20,356,DEVIT,SM,4500,4500,100.00
20,357,DFMFOODS,EQ,214200,114230,53.33
20,358,DGCONTENT,EQ,108809,106497,97.88
20,359,DHAMPURSUG,EQ,573373,254692,44.42
20,360,DHANBANK,EQ,424477,309300,72.87
20,361,DHANILOANS,N1,11,11,100.00
20,362,DHANILOANS,N2,399,399,100.00
20,363,DHANILOANS,N3,25,25,100.00
20,364,DHANILOANS,N5,50,50,100.00
20,365,DHANILOANS,N6,1,1,100.00
20,366,DHANILOANS,N8,202,152,75.25
20,367,DHANUKA,EQ,126379,62814,49.70
20,368,DHARSUGAR,EQ,8304,6750,81.29
20,369,DHFL,EQ,1045376,656382,62.79
20,370,DHFL,NC,445,445,100.00
20,371,DHFL,NN,42,40,95.24
20,372,DHFL,NP,973,595,61.15
20,373,DHFL,NS,489,489,100.00
20,374,DHFL,NX,140,70,50.00
20,375,DHFL,NY,10,10,100.00
20,376,DHUNINV,EQ,2076,1616,77.84
20,377,DIAMONDYD,EQ,6048,4895,80.94
20,378,DICIND,EQ,5271,3727,70.71
20,379,DIGISPICE,EQ,74937,57165,76.28
20,380,DISHTV,EQ,10494833,7943658,75.69
20,381,DIVISLAB,EQ,1585479,413508,26.08
20,382,DIXON,EQ,106598,66313,62.21
20,383,DLF,EQ,15159129,2568637,16.94
20,384,DLINKINDIA,EQ,175743,87952,50.05
20,385,DMART,EQ,1140224,749079,65.70
20,386,DNAMEDIA,EQ,15869,15869,100.00
20,387,DOLAT,EQ,75789,49436,65.23
20,388,DOLLAR,EQ,50104,39746,79.33
20,389,DONEAR,EQ,39812,31479,79.07
20,390,DPABHUSHAN,SM,12000,8000,66.67
20,391,DPSCLTD,EQ,28061,22480,80.11
20,392,DPWIRES,EQ,1837,1435,78.12
20,393,DQE,EQ,24871,23941,96.26
20,394,DREDGECORP,EQ,68857,29608,43.00
20,395,DRREDDY,EQ,12743499,469114,3.68
20,396,DSML,SM,6000,6000,100.00
20,397,DSSL,EQ,24538,12678,51.67
20,398,DTIL,EQ,7993,6436,80.52
20,399,DUCON,EQ,61589,47000,76.31
20,400,DWARKESH,EQ,502284,313323,62.38
20,401,DYNAMATECH,EQ,13618,10228,75.11
20,402,DYNPRO,EQ,920445,280188,30.44
20,403,E2E,SM,4000,4000,100.00
20,404,EASTSILK,EQ,644,643,99.84
20,405,EBBETF0423,EQ,3752,3729,99.39
20,406,EBBETF0425,EQ,9335,9106,97.55
20,407,EBBETF0430,EQ,10305,8245,80.01
20,408,EBBETF0431,EQ,14659,14272,97.36
20,409,EBIXFOREX,EQ,5539,2979,53.78
20,410,ECLERX,EQ,118711,55874,47.07
20,411,ECLFINANCE,NE,220,220,100.00
20,412,ECLFINANCE,NF,348,343,98.56
20,413,ECLFINANCE,NG,264,201,76.14
20,414,ECLFINANCE,NI,18,18,100.00
20,415,ECLFINANCE,NJ,707,507,71.71
20,416,ECLFINANCE,NK,25,25,100.00
20,417,ECLFINANCE,NM,610,560,91.80
20,418,ECLFINANCE,NN,366,366,100.00
20,419,ECLFINANCE,NO,42,42,100.00
20,420,ECLFINANCE,NQ,1,1,100.00
20,421,ECLFINANCE,NR,316,276,87.34
20,422,ECLFINANCE,NS,74,74,100.00
20,423,EDELWEISS,EQ,959281,589867,61.49
20,424,EHFLNCD,N3,508,508,100.00
20,425,EHFLNCD,N4,88,87,98.86
20,426,EHFLNCD,N5,15,15,100.00
20,427,EHFLNCD,N6,5554,5554,100.00
20,428,EHFLNCD,N7,25,22,88.00
20,429,EICHERMOT,EQ,1944478,1103758,56.76
20,430,EIDPARRY,EQ,387299,176245,45.51
20,431,EIFFL,SM,2400,2400,100.00
20,432,EIHAHOTELS,EQ,4382,2101,47.95
20,433,EIHOTEL,EQ,1673621,670801,40.08
20,434,EIMCOELECO,EQ,1095,436,39.82
20,435,ELECON,EQ,240652,167745,69.70
20,436,ELECTCAST,EQ,2115251,1497820,70.81
20,437,ELECTHERM,EQ,11642,7891,67.78
20,438,ELGIEQUIP,EQ,403223,272236,67.51
20,439,ELGIRUBCO,EQ,85963,31600,36.76
20,440,EMAMILTD,EQ,199995,114699,57.35
20,441,EMAMIPAP,EQ,4856,3645,75.06
20,442,EMBASSY,RR,902800,853200,94.51
20,443,EMKAY,EQ,50278,30359,60.38
20,444,EMMBI,EQ,21934,9584,43.69
20,445,EMOFSR1RGG,MF,47085,47085,100.00
20,446,ENDURANCE,EQ,31687,14012,44.22
20,447,ENERGYDEV,EQ,33528,25661,76.54
20,448,ENGINERSIN,EQ,2573738,1419800,55.16
20,449,ENIL,EQ,44166,34939,79.11
20,450,EQ30,EQ,113,73,64.60
20,451,EQUITAS,EQ,3162495,1020219,32.26
20,452,ERFLNCDI,N1,151,151,100.00
20,453,ERFLNCDI,N2,920,920,100.00
20,454,ERFLNCDI,N3,105,105,100.00
20,455,ERFLNCDI,N4,15,15,100.00
20,456,ERFLNCDI,N5,179,179,100.00
20,457,ERFLNCDI,N6,125,125,100.00
20,458,ERIS,EQ,112252,48783,43.46
20,459,ESABINDIA,EQ,1174,777,66.18
20,460,ESCORTS,EQ,1940457,399921,20.61
20,461,ESSELPACK,EQ,2122282,1096885,51.68
20,462,ESTER,EQ,197497,137905,69.83
20,463,EUROTEXIND,EQ,54,54,100.00
20,464,EVEREADY,EQ,150780,95984,63.66
20,465,EVERESTIND,EQ,50140,23987,47.84
20,466,EXCEL,EQ,1996,1000,50.10
20,467,EXCELINDUS,EQ,51008,26398,51.75
20,468,EXIDEIND,EQ,3587813,1373289,38.28
20,469,EXPLEOSOL,EQ,19245,13874,72.09
20,470,FACT,EQ,38418,21934,57.09
20,471,FAIRCHEM,EQ,24487,16212,66.21
20,472,FCL,EQ,250325,156068,62.35
20,473,FCONSUMER,EQ,8852762,5461389,61.69
20,474,FCSSOFT,EQ,1285179,830819,64.65
20,475,FDC,EQ,423151,172090,40.67
20,476,FEDERALBNK,EQ,33481267,11093850,33.13
20,477,FEL,EQ,2037402,1097291,53.86
20,478,FELDVR,EQ,62097,43938,70.76
20,479,FELIX,SM,8000,8000,100.00
20,480,FIEMIND,EQ,107555,36331,33.78
20,481,FILATEX,EQ,131796,29650,22.50
20,482,FINCABLES,EQ,168945,85886,50.84
20,483,FINEORG,EQ,158054,55252,34.96
20,484,FINPIPE,EQ,35567,21209,59.63
20,485,FLFL,EQ,520404,376539,72.36
20,486,FLUOROCHEM,EQ,50102,29708,59.30
20,487,FMGOETZE,EQ,1835,1113,60.65
20,488,FMNL,EQ,62260,48416,77.76
20,489,FOCUS,SM,3000,3000,100.00
20,490,FORCEMOT,EQ,47334,21217,44.82
20,491,FORTIS,EQ,639217,420965,65.86
20,492,FOSECOIND,EQ,944,423,44.81
20,493,FRETAIL,EQ,3441673,2256211,65.56
20,494,FSC,EQ,197199,139849,70.92
20,495,FSL,EQ,5255636,1739225,33.09
20,496,GABRIEL,EQ,169572,107252,63.25
20,497,GAEL,EQ,116485,61641,52.92
20,498,GAIL,EQ,15184392,4882071,32.15
20,499,GAL,EQ,100173,76122,75.99
20,500,GALAXYSURF,EQ,26394,11807,44.73
20,501,GALLANTT,EQ,9643,6251,64.82
20,502,GALLISPAT,EQ,26528,18128,68.34
20,503,GAMMNINFRA,EQ,721180,591042,81.95
20,504,GANDHITUBE,EQ,6018,1849,30.72
20,505,GANECOS,EQ,14118,10828,76.70
20,506,GANESHHOUC,EQ,7106,5536,77.91
20,507,GANGAFORGE,SM,12000,12000,100.00
20,508,GANGESSECU,EQ,22409,15085,67.32
20,509,GARFIBRES,EQ,14261,8454,59.28
20,510,GATI,EQ,814210,417692,51.30
20,511,GAYAPROJ,EQ,386628,279971,72.41
20,512,GDL,EQ,62453,49600,79.42
20,513,GEECEE,EQ,18325,6020,32.85
20,514,GENUSPAPER,EQ,156020,91191,58.45
20,515,GENUSPOWER,EQ,265801,185337,69.73
20,516,GEOJITFSL,EQ,568462,257324,45.27
20,517,GEPIL,EQ,31321,13128,41.91
20,518,GESHIP,EQ,123146,72972,59.26
20,519,GET&D,EQ,42448,33731,79.46
20,520,GFLLIMITED,EQ,20274,14771,72.86
20,521,GFSTEELS,EQ,842,773,91.81
20,522,GHCL,EQ,219645,137300,62.51
20,523,GICHSGFIN,EQ,387573,173897,44.87
20,524,GICL,SM,12000,12000,100.00
20,525,GICRE,EQ,268645,167901,62.50
20,526,GILLANDERS,EQ,2463,2167,87.98
20,527,GILLETTE,EQ,7783,5321,68.37
20,528,GINNIFILA,EQ,58514,36941,63.13
20,529,GIPCL,EQ,98824,71454,72.30
20,530,GKWLIMITED,EQ,63,61,96.83
20,531,GLAXO,EQ,214883,111229,51.76
20,532,GLENMARK,EQ,4136908,1215459,29.38
20,533,GLFL,EQ,5095,5095,100.00
20,534,GLOBALVECT,EQ,15174,9329,61.48
20,535,GLOBE,SM,2000,2000,100.00
20,536,GLOBUSSPR,EQ,375367,223876,59.64
20,537,GMBREW,EQ,18850,10123,53.70
20,538,GMDCLTD,EQ,566283,347704,61.40
20,539,GMMPFAUDLR,EQ,177831,55042,30.95
20,540,GMRINFRA,EQ,18821185,4339507,23.06
20,541,GNA,EQ,46116,25375,55.02
20,542,GNFC,EQ,2332820,793974,34.03
20,543,GOACARBON,EQ,15721,8387,53.35
20,544,GOCLCORP,EQ,144112,56309,39.07
